商品代码,商品名称,商品规格代码,商品规格名称,商品标签,仓库,数量,商品单位,库存重量,可销数,可销售天数,在途数,安全库存下限,安全库存上限,订单占用数,可配数,未付款数,锁定数,库位,商品条码,商品简称,商品备注,规格备注,库存状态,商品分类,商品税号,供应商,保质期,有效日期,生产日期,供应商货号,品牌,商品建档日期,箱规,标准进价,最新采购价,最新采购供应商,成本价格,销售价格,成本总金额,销售总金额,近3日销量,近7日销量,近15日销量,近30日销量
RZRWZJZXM6ZN25	,荣造舰载熊猫6周年限定款	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,	,	,	,,,,	,,,,,,荣造	,2025-12-29 15:50:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255M5069000	,连云港悟空帽子-58	,,	,,北京仓	,0,,0.0,0, 	,150.0,0,,0.0,0,0,0.0,,RZ255M5069000	,	,	,,,,	,,,,,,荣造	,2025-10-24 17:16:30,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZGZPJJZXM00125	,舰载熊猫公仔配件001	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,	,	,	,,,,	,,,,,,荣造	,2025-12-26 12:03:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ245M5052054524	,弹射飞鲨帽-54	,,	,,荣造仓	,50,,0.0,50, 	,0.0,0,,0.0,50,0,0.0,,RZ245M5052054524	,	,	,,,舰帽	,	,,,,,,荣造	,2025-11-13 14:49:51,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255M5088062108	,J-20系列飞行帽-62	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ255M5088062108	,	,	,,,,	,,,,,,,2025-09-30 12:14:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ246Z001000	,舰载飞行斜挎单肩包套装	,,	,,残次仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ246Z001000	,	,	,,,,	,,,,,,荣造	,2024-05-17 16:01:28,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZRWZJZXM6ZN25	,荣造舰载熊猫6周年限定款	,,	,,公司仓	,51,,0.0,51, 	,0.0,0,,0.0,51,0,0.0,,	,	,	,,,,	,,,,,,荣造	,2025-12-29 15:50:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZRWZJZXM6ZN25	,荣造舰载熊猫6周年限定款	,,	,,荣造仓	,72,,0.0,72, 	,0.0,0,,0.0,72,0,0.0,,	,	,	,,,,	,,,,,,荣造	,2025-12-29 15:50:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,6,117,117,117
RZ256ZH3004000	,空战系列套装章	,,	,,残次仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256ZH3004000	,	,	,,,,	,,,,,,荣造	,2025-12-11 16:29:28,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z7374000	,王牌飞行系列头盔章-空	,,	,,残次仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256Z7374000	,	,	,,,,	,,,,,,荣造	,2025-11-03 17:13:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZGZPJJZXM00125	,舰载熊猫公仔配件001	,,	,,荣造仓	,1994,,0.0,1994, 	,0.0,0,,0.0,1994,0,0.0,,	,	,	,,,,	,,,,,,荣造	,2025-12-26 12:03:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,3,6,6,6
RZRWZBWFM25	,丙午飞马章	,,	,,荣造仓	,387,,0.0,386, 	,0.0,0,,1.0,386,0,0.0,,	,	,	,,,,	,,,,,,荣造	,2025-12-29 15:23:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,14,80,80,80
RZ253J02555XL5	,指挥员系列飞行夹克-5XL	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ253J02555XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ254Y0115006502	,山东舰中款羽绒服-2XL	,,	,,残次仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ254Y0115006502	,	,	,,,,	,,,,,,荣造	,2025-03-18 16:35:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0255XL5	,指挥员系列飞行夹克-XL	,,	,,北京仓	,4,,0.0,4, 	,0.0,0,,0.0,4,0,0.0,,RZ253J0255XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ225M5001058524	,福建舰舰帽3号-58	,,	,,公司仓	,15,,0.0,15, 	,0.0,0,,0.0,15,0,0.0,,RZ225M5001058524	,	,	,,,舰帽	,	,,,,,,荣造	,2022-08-03 16:28:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02552XL5	,指挥员系列飞行夹克-2XL	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ253J02552XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256ZH3003000	,航母系列套装章	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256ZH3003000	,	,	,,,,	,,,,,,荣造	,2025-12-11 16:27:27,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z72302	,舰载熊猫公仔-红马甲	,,	,,公司仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ256Z72302	,	,	,,,,	,,,,,,,2025-04-02 16:25:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z73229940	,PVC装金属尾翼-白色	,,	,,公司仓	,62,,0.0,62, 	,0.0,0,,0.0,62,0,0.0,,RZ256Z73229940	,	,	,,,,	,,,,,,荣造	,2025-10-10 16:02:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z73229942	,PVC装金属尾翼-红色	,,	,,公司仓	,79,,0.0,79, 	,0.0,0,,0.0,79,0,0.0,,RZ256Z73229942	,	,	,,,,	,,,,,,荣造	,2025-10-10 15:59:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z73229948	,PVC装金属尾翼-绿色	,,	,,公司仓	,50,,0.0,50, 	,0.0,0,,0.0,50,0,0.0,,RZ256Z73229948	,	,	,,,,	,,,,,,荣造	,2025-10-10 16:02:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z73219942	,礼盒装金属尾翼-红色	,,	,,公司仓	,51,,0.0,51, 	,0.0,0,,0.0,51,0,0.0,,RZ256Z73219942	,	,	,,,,	,,,,,,荣造	,2025-10-10 15:51:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256ZH3004000	,空战系列套装章	,,	,,公司仓	,8,,0.0,8, 	,0.0,0,,0.0,8,0,0.0,,RZ256ZH3004000	,	,	,,,,	,,,,,,荣造	,2025-12-11 16:29:28,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z73219940	,礼盒装金属尾翼-白色	,,	,,公司仓	,76,,0.0,76, 	,0.0,0,,0.0,76,0,0.0,,RZ256Z73219940	,	,	,,,,	,,,,,,荣造	,2025-10-10 15:59:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z7321994106	,礼盒装金属尾翼-黑色	,,	,,公司仓	,79,,0.0,79, 	,0.0,0,,0.0,79,0,0.0,,RZ256Z7321994106	,	,	,,,,	,,,,,,荣造	,2025-10-10 15:59:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z73219948	,礼盒装金属尾翼-绿色	,,	,,公司仓	,79,,0.0,79, 	,0.0,0,,0.0,79,0,0.0,,RZ256Z73219948	,	,	,,,,	,,,,,,荣造	,2025-10-10 15:57:01,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z7322994106	,PVC装金属尾翼-黑色	,,	,,公司仓	,55,,0.0,55, 	,0.0,0,,0.0,55,0,0.0,,RZ256Z7322994106	,	,	,,,,	,,,,,,荣造	,2025-10-10 16:02:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ252M5086058101	,长春空军帽-58CM	,,	,,公司仓	,68,,0.0,68, 	,0.0,0,,0.0,68,0,0.0,,RZ252M5086058101	,	,	,,,,	,,,,,,荣造	,2025-08-08 11:45:06,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ254Y0116M524	,山东舰长款羽绒服-M	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ254Y0116M524	,长款羽绒服	,	,,,,	,,,,,,荣造	,2025-11-03 14:58:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02553XL5	,指挥员系列飞行夹克-3XL	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ253J02553XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ245M5049524	,空军纪念帽	,,	,,公司仓	,53,,0.0,53, 	,0.0,0,,0.0,53,0,0.0,,RZ245M5049524	,	,	,,,,	,,,,,,荣造	,2024-11-12 14:28:42,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02554XL5	,指挥员系列飞行夹克-4XL	,,	,,北京仓	,3,,0.0,3, 	,0.0,0,,0.0,3,0,0.0,,RZ253J02554XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ241W0207L524	,福建舰经典飞行夹克-L	,,	,,公司仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ241W0207L524	,	,	,,,,	,,,,,,荣造	,2024-10-25 14:13:23,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01632XL809	,舰载飞行冲上云霄飞行夹克-2XL	,,	,,公司仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ233W01632XL809	,	,	,,,服装	,	,,,,,,荣造	,2023-08-10 13:35:00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ241W0207XL524	,福建舰经典飞行夹克-XL	,,	,,公司仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ241W0207XL524	,	,	,,,,	,,,,,,荣造	,2024-10-25 14:13:23,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ241W0207S524	,福建舰经典飞行夹克-S	,,	,,公司仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ241W0207S524	,	,	,,,,	,,,,,,荣造	,2024-10-25 14:10:21,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0163M809	,舰载飞行冲上云霄飞行夹克-M	,,	,,公司仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ233W0163M809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:32:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ241W0207M524	,福建舰经典飞行夹克-M	,,	,,公司仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ241W0207M524	,	,	,,,,	,,,,,,荣造	,2024-10-25 14:10:21,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0255L5	,指挥员系列飞行夹克-L	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ253J0255L5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:51:44,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,1,1
RZ256M5067054000	,弹射时代系列KJ600帽子-54	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256M5067054000	,	,	,,,舰帽	,	,,,,,,,2025-11-05 12:07:53,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256M5068054000	,弹射时代系列J35帽子-54	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256M5068054000	,	,	,,,舰帽	,	,,,,,,,2025-11-05 12:07:53,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0253M101	,荣造王牌飞行系列35飞行夹克-M	,,	,,残次仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ253J0253M101	,	,	,,,,	,,,,,,荣造	,2025-09-12 12:06:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z7391000	,公仔配件（空）	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256Z7391000	,	,	,,,,	,,,,,,荣造	,2025-11-25 16:20:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z7390000	,公仔配件（海）	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256Z7390000	,	,	,,,,	,,,,,,荣造	,2025-11-25 16:17:06,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255M50800548	,电磁弹射舰帽-54	,,	,,荣造仓	,50,,0.0,50, 	,0.0,0,,0.0,50,0,0.0,,RZ255M50800548	,	,	,,,舰帽	,	,,,,,,,2025-11-13 14:56:55,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256ZH3004000	,空战系列套装章	,,	,,北京仓	,4,,0.0,4, 	,0.0,0,,0.0,4,0,0.0,,RZ256ZH3004000	,	,	,,,,	,,,,,,荣造	,2025-12-11 16:29:28,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255J30015XL809	,王牌飞行系列共和国天空飞行夹克-5XL	,,	,,残次仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ255J30015XL809	,	,	,,,,	,,,,,,荣造	,2025-08-13 10:24:12,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ0050008000808	,香港-熊猫飞行员挂件	,,	,,公司仓	,50,,0.0,50, 	,0.0,0,,0.0,50,0,0.0,,RZ0050008000808	,	,	,,,,	,,,,,,荣造	,2025-06-13 15:06:12,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ24507170000	,紫金花织唛章	,,	,,公司仓	,62,,0.0,62, 	,0.0,0,,0.0,62,0,0.0,,RZ24507170000	,	,	,,,,	,,,,,,荣造	,2024-12-05 17:02:11,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7264999203	,香港章-船	,,	,,公司仓	,26,,0.0,26, 	,0.0,0,,0.0,26,0,0.0,,RZ255Z7264999203	,	,	,,,,	,,,,,,荣造	,2025-06-12 15:47:32,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ00500090000	,香港-熊猫飞行员徽章	,,	,,公司仓	,6,,0.0,6, 	,0.0,0,,0.0,6,0,0.0,,RZ00500090000	,	,	,,,,	,,,,,,荣造	,2025-06-13 15:09:14,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255M5082060524	,香港舰帽-60CM	,,	,,公司仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ255M5082060524	,	,	,,,舰帽	,	,,,,,,荣造	,2025-07-31 12:01:59,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ00500070005	,香港-亚克力冰箱贴	,,	,,公司仓	,49,,0.0,49, 	,0.0,0,,0.0,49,0,0.0,,RZ00500070005	,	,	,,,,	,,,,,,荣造	,2025-06-13 14:56:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7265999111	,香港章-飞机	,,	,,公司仓	,34,,0.0,34, 	,0.0,0,,0.0,34,0,0.0,,RZ255Z7265999111	,	,	,,,,	,,,,,,荣造	,2025-06-12 15:50:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ005M5082058524	,香港舰帽-58CM	,,	,,公司仓	,48,,0.0,48, 	,0.0,0,,0.0,48,0,0.0,,RZ005M5082058524	,	,	,,,舰帽	,	,,,,,,荣造	,2025-06-20 15:32:09,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7266999117	,你好香港章-灯火阑珊	,,	,,公司仓	,29,,0.0,29, 	,0.0,0,,0.0,29,0,0.0,,RZ255Z7266999117	,	,	,,,,	,,,,,,荣造	,2025-06-12 15:52:35,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ00500060005	,香港-金属冰箱贴	,,	,,公司仓	,13,,0.0,13, 	,0.0,0,,0.0,13,0,0.0,,RZ00500060005	,	,	,,,,	,,,,,,荣造	,2025-06-13 14:51:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ25507236000000	,福建2503织唛章	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ25507236000000	,	,	,,,,	,,,,,,荣造	,2025-03-14 11:07:44,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,3
RZ00500090000	,香港-熊猫飞行员徽章	,,	,,北京仓	,39,,0.0,39, 	,0.0,0,,0.0,39,0,0.0,,RZ00500090000	,	,	,,,,	,,,,,,荣造	,2025-06-13 15:09:14,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,1,1,1
RZ25507236000000	,福建2503织唛章	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ25507236000000	,	,	,,,,	,,,,,,荣造	,2025-03-14 11:07:44,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZRWZHJCB25	,海军翅膀刺绣章	,,,,公司仓	,93,,0.0,93, 	,0.0,0,,0.0,93,0,0.0,,,,,,,,,,,,,,,2025-12-18 10:30:10,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZRWZKJCB25	,空军翅膀刺绣章	,,,,公司仓	,98,,0.0,98, 	,0.0,0,,0.0,98,0,0.0,,,,,,,,,,,,,,,2025-12-18 10:30:10,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02552XL5	,指挥员系列飞行夹克-2XL	,,	,,公司仓	,4,,0.0,4, 	,0.0,0,,0.0,4,0,0.0,,RZ253J02552XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02553XL5	,指挥员系列飞行夹克-3XL	,,	,,公司仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ253J02553XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0255XL5	,指挥员系列飞行夹克-XL	,,	,,公司仓	,3,,0.0,3, 	,0.0,0,,0.0,3,0,0.0,,RZ253J0255XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0255M5	,指挥员系列飞行夹克-M	,,	,,公司仓	,3,,0.0,3, 	,0.0,0,,0.0,3,0,0.0,,RZ253J0255M5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:51:44,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02555XL5	,指挥员系列飞行夹克-5XL	,,	,,公司仓	,3,,0.0,3, 	,0.0,0,,0.0,3,0,0.0,,RZ253J02555XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02554XL5	,指挥员系列飞行夹克-4XL	,,	,,公司仓	,3,,0.0,3, 	,0.0,0,,0.0,3,0,0.0,,RZ253J02554XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J02552XL5	,指挥员系列飞行夹克-2XL	,,	,,荣造仓	,49,,0.0,46, 	,0.0,0,,3.0,49,0,0.0,,RZ253J02552XL5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:54:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,1,14,17
RZ254Y0116XL524	,山东舰长款羽绒服-XL	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ254Y0116XL524	,长款羽绒服	,	,,,,	,,,,,,荣造	,2025-11-03 15:00:06,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ254Y0115004502	,山东舰中款羽绒服-L	,,	,,北京仓	,5,,0.0,5, 	,0.0,0,,0.0,5,0,0.0,,RZ254Y0115004502	,	,	,,,,	,,,,,,荣造	,2025-03-18 16:35:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,1
RZ256Z72307	,舰载熊猫公仔-棕马甲	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256Z72307	,	,	,,,,	,,,,,,,2025-10-28 14:39:23,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z72306	,舰载熊猫公仔-紫马甲	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ256Z72306	,	,	,,,,	,,,,,,,2025-10-28 14:39:23,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z70909996	,航母岗位章-紫马甲	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ255Z70909996	,	,	,,,,	,,,,,,荣造	,2025-10-24 15:24:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ254Y0115003502	,山东舰中款羽绒服-M	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ254Y0115003502	,	,	,,,,	,,,,,,荣造	,2025-03-18 16:35:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,1,1
RZ254Y0115005502	,山东舰中款羽绒服-XL	,,	,,北京仓	,5,,0.0,5, 	,0.0,0,,0.0,5,0,0.0,,RZ254Y0115005502	,	,	,,,,	,,,,,,荣造	,2025-03-18 16:35:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,1,1
RZ254Y0115007502	,山东舰中款羽绒服-3XL	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ254Y0115007502	,	,	,,,,	,,,,,,荣造	,2025-03-18 16:35:19,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,1,2
RZ254Y0115008502	,山东舰中款羽绒服-4XL	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ254Y0115008502	,	,	,,,,	,,,,,,荣造	,2025-03-18 16:35:19,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,2,3
RZ256Z72840	,荣造共和国天空系列-歼20士气章	,,	,,公司仓	,18,,0.0,18, 	,0.0,0,,0.0,18,0,0.0,,RZ256Z72840	,	,	,,,,	,,,,,,荣造	,2025-07-31 11:16:36,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7313000	,荣造共和国天空系列-4251章	,,	,,公司仓	,15,,0.0,15, 	,0.0,0,,0.0,15,0,0.0,,RZ255Z7313000	,	,	,,,,	,,,,,,荣造	,2025-09-20 19:51:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z72830	,荣造共和国天空系列-歼6士气章	,,	,,公司仓	,15,,0.0,15, 	,0.0,0,,0.0,15,0,0.0,,RZ256Z72830	,	,	,,,,	,,,,,,荣造	,2025-07-31 11:14:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7311000	,荣造共和国天空系列-歼16章	,,	,,公司仓	,14,,0.0,14, 	,0.0,0,,0.0,14,0,0.0,,RZ255Z7311000	,	,	,,,,	,,,,,,荣造	,2025-09-20 19:46:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z73012	,荣造共和国天空系列-543任务章	,,	,,公司仓	,14,,0.0,14, 	,0.0,0,,0.0,14,0,0.0,,RZ255Z73012	,	,	,,,,	,,,,,,荣造	,2025-08-27 12:07:26,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7300505	,荣造共和国天空系列-歼10C士气章	,,	,,公司仓	,15,,0.0,15, 	,0.0,0,,0.0,15,0,0.0,,RZ255Z7300505	,	,	,,,,	,,,,,,荣造	,2025-08-27 11:44:13,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256Z72820	,荣造共和国天空系列-歼5士气章	,,	,,公司仓	,15,,0.0,15, 	,0.0,0,,0.0,15,0,0.0,,RZ256Z72820	,	,	,,,,	,,,,,,荣造	,2025-07-31 11:09:31,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7310808	,荣造共和国天空系列-Y20章	,,	,,公司仓	,37,,0.0,37, 	,0.0,0,,0.0,37,0,0.0,,RZ255Z7310808	,	,	,,,,	,,,,,,荣造	,2025-09-20 19:38:59,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ255Z7312000	,荣造共和国天空系列-歼11B章	,,	,,公司仓	,15,,0.0,15, 	,0.0,0,,0.0,15,0,0.0,,RZ255Z7312000	,	,	,,,,	,,,,,,荣造	,2025-09-20 19:49:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0255L5	,指挥员系列飞行夹克-L	,,	,,公司仓	,4,,0.0,4, 	,0.0,0,,0.0,4,0,0.0,,RZ253J0255L5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:51:44,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ253J0255S5	,指挥员系列飞行夹克-S	,,	,,公司仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ253J0255S5	,	,	,,,,	,,,,,,荣造	,2025-11-04 17:51:44,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256ZH3003000	,航母系列套装章	,,	,,公司仓	,16,,0.0,16, 	,0.0,0,,0.0,16,0,0.0,,RZ256ZH3003000	,	,	,,,,	,,,,,,荣造	,2025-12-11 16:27:27,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ256M5078056000	,J-35系列飞行帽-56	,,	,,公司仓	,5,,0.0,5, 	,0.0,0,,0.0,5,0,0.0,,RZ256M5078056000	,	,	,,,舰帽	,	,,,,,,,2025-05-29 12:21:31,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
